procedure,proc_group
OPEN TTD +/- CND,สาขา:ศัลยกรรมทั่วไป
OPEN TTD +/- LN DISSECTION,สาขา:ศัลยกรรมทั่วไป
OPEN TTD +/- LN LEVEL 6 DISSECTION,สาขา:ศัลยกรรมทั่วไป
OPEN TTD +/- PARATHYROID ATX,Thyroid_neck
OPEN TTD WITH BILAT. CND WITH RIGHT MRND,สาขา:ศัลยกรรมทั่วไป
OPEN TTD WITH CND,สาขา:ศัลยกรรมทั่วไป
OPEN TTD WITH TRACHEA RESECTION WITH +- TRACHEOSTOMY WITH THERAPEUTIC LEFT CND WITH PROPHYLAXIS RT CND WITH BILATERAL THERAPEUTIC MRND,Tracheostomy
OPEN UMBILICAL HERNIA REPAIR,GI_abdominal
OPEN URETEROLITHOTOMY,Cystoscopy_URO
OPEN URETEROURETEROSTOMY,Cystoscopy_URO
OPEN WEDGE LIVER S6,Hepatobiliary
OPEN WEDGE LIVER S7,Hepatobiliary
OPEN WEDGE RESECTION,สาขา:ตับ/ตับอ่อน/ทางเดินน้ำดี
OPEN WEDGE S4A/B,สาขา:ศัลยกรรมทั่วไป
"OPEN WEDGE S5,6 +/- OC",สาขา:ตับ/ตับอ่อน/ทางเดินน้ำดี
OPEN WEDGE S7,สาขา:ศัลยกรรมทั่วไป
"OPEN WEDGE SEGMENT 2,7,8 + LAR SIMULTANEOUS",GI_abdominal
OPEN WHIPPLE OPERATION,Hepatobiliary
OPENED GASTRECTOMY,GI_abdominal
OPENED GASTROSTOMY,สาขา:ศัลยกรรมทั่วไป
OPENED MINITHORACOTOMY WITH WEDGE RESECTION RUL,สาขา:ทรวงอก
OPENED TOTAL THYROIDECTOMY,Thyroid_neck
OPERATIONS ON PROSTATE AND SEMINAL VESICLES,Uro_other
OR FOR WIDE EXCISION ON NOSE AND LEFT TEMPORAL REA AND EC 10/10/2024,ENT
ORCHIOPEXY,Uro_other
ORIF,Fracture_fixation
ORIF C BONE GRAFT 1 ST MCP,Fracture_fixation
ORIF C IMF,Fracture_fixation
ORIF C K-WIRE FIXATION,Fracture_fixation
"ORIF C P&S RT ZYGOMA, BOTH MAXILLAE, MANDIBLE C RT ORBITAL FLOOR RECONSTRUCTION C 3D-MESH PLATE WITH ARCH BAR IMF WITH PRIMARY WOUND CLOSURE",Fracture_fixation
ORIF C PAF RT ZYGOMA,Fracture_fixation
ORIF C PAS C MMF,Fracture_fixation
ORIF C PLATE & SCREW FIXATION,Fracture_fixation
ORIF C PLATE & SCREW FIXATION C ARCH BAR INTERMAXILLAR FIXATION C LT ZYGOMATIC ARCH REDUCTION,Fracture_fixation
ORIF C PLATE AND SCREW C CLOSED REDUCTION OF NASAL BONE +- MMF,Fracture_fixation
ORIF C PLATE AND SCREW RT. ZYGOMA,Fracture_fixation
ORIF C PLATE&SCREW +ORBITAL FLOOR RECONSTRUCTION C MESH PLATE,Fracture_fixation
ORIF C PLATE&SCREW FIXATION C REPAIR TENDON +- K-WIRE FIXATION,Fracture_fixation
ORIF C PS C K-WIRE RT HAND,Fracture_fixation
ORIF LT. ZYGOMA,Fracture_fixation
"ORIF MANDIBLE, MAXILLA",Fracture_fixation
ORIF ON MANDIBLE,Fracture_fixation
ORIF WITH K WIRE + TENDON REPAIR LT. INDEX FINGER,Fracture_fixation
ORIF WITH P&S + CLOSED REDUCTION OF NASAL BONE,Fracture_fixation
ORIF WITH P&S WITH ARCH BAR MMF,Fracture_fixation
ORIF WITH PAS AT RT.ZYGOMA,Fracture_fixation
ORIF WITH PAS WITH MMF,Fracture_fixation
ORIF WITH PLATE AND SCREW,Fracture_fixation
ORIF WITH PLATE AND SCREW AT MANDIBLE,Fracture_fixation
"ORIF WITH PLATE AND SCREW ON MANDIBLE,MAXILLAR, ZYGOMA WITH MMF",Fracture_fixation
ORIF WITH PLATE AND SCREW WITH MMF,Fracture_fixation
ORIF WTIH PAS WITH MMF,Fracture_fixation
ORIF+PLATE,Fracture_fixation
OSTECTOMY,สาขา:ตกแต่ง
OSTEOTOMY,สาขา:ตกแต่ง
"OSTEOTOMY, LOCAL",สาขา:ตกแต่ง
OTHER BRONCHOSCOPY,สาขา:หู คอ จมูก
OTHER CERVICAL BIOPSY,Skin_softtissue
OTHER CRANIOTOMY,Neuro_cranial
OTHER ENDOSCOPY OF SMALL INTESTINE,Endoscopy_GI
OTHER EXCISION OF LESION OR TISSUE OF LIP,Skin_softtissue
OTHER EXCISION OF MOUTH,Skin_softtissue
OTHER EXCISION OF SALIVARY GLAND LESION,ENT
OTHER EXCISION OF SOFT TISSUE,Skin_softtissue
OTHER HERNIA REPAIR,GI_abdominal
OTHER INCISION OF SKIN AND SUBCUTANEOUS TISSUE,สาขา:หู คอ จมูก
OTHER INCISION WITH DRAINAGE OF SKIN AND SUBCUTANEOUS TISSUE,สาขา:หู คอ จมูก
OTHER OPERATIONS ON SALIVARY GLAND OR DUCT,ENT
OTHER SEPTOPLASTY,ENT
PACKING LT MASTOID AIR CELL,สาขา:ประสาทและสมอง
"PALATE EXAM, +- REDU PALATOPLASTY",สาขา:ตกแต่ง
PALATOPLASTY,สาขา:ตกแต่ง
PALATOPLASTY + BILATERAL MYRINGOTOMY +- PT TUBE,ENT
PALIATIVE SIGMOID COLOSTOMY,Endoscopy_GI
PALLIATIVE MASTECTOMY,Breast
PALLIATIVE MASTECTOMY LT BREAST,Breast
PALLIATIVE RT MASTECTOMY,Breast
PANCREATODUODENECTOMY,Hepatobiliary
PARATHYROIDECTOMY,Thyroid_neck
PARTIAL GLOSSECTOMY,ENT
PARTIAL GLOSSECTOMY C LT. MRND +/- SKIN GRAFT LT. THIGH OR LT. PMM FLAP,ENT
PARTIAL GLOSSECTOMY LT. AND SND LEVEL 1-4,ENT
PARTIAL GLOSSECTOMY LT. C LT. SND,ENT
PARTIAL GLOSSECTOMY LT. C LT. SND 1-3 C PRIMARY CLOSURE,ENT
PARTIAL MANDIBULECTOMY,สาขา:หู คอ จมูก
PARTIAL PENECTOMY,สาขา:ทางเดินปัสสาวะ
"PARTIAL,OR SUBTOTAL THYROIDECTOMY,ISTHMECTOMY,OTHER",Thyroid_neck
PCN,สาขา:ทางเดินปัสสาวะ
PCNL LT.,Cystoscopy_URO
PCNL RT,Cystoscopy_URO
PCNL RT.,Cystoscopy_URO
PD,สาขา:ศัลยกรรมทั่วไป
PDS C LAMINECTOMY L2-L5 UNDER NAVIGATOR BRAIN LAB,Spine
PDS FIXATION AT T3-T7,สาขา:ประสาทและสมอง
PDS FIXATION L1-3 CROSS LINK,สาขา:ประสาทและสมอง
PDS FIXATION L4/5,สาขา:ประสาทและสมอง
PEDICULAR SCREW C7-T1 WITH LAMINECTOMY C7-T1 UNDER NAVIGATION,Spine
PEDICULAR SCREW FIXATION C6-T1 WITH LAMINECTOMY C7,Spine
PEDICULAR SCREW FIXATION T12-L2,Spine
PEDICULAR SCREW FIXATION T12-L4,Spine
PEDICULAR SCREWS FIXATION L2-5,Spine
PEDICULAR SCREWS FIXATION L2345S1,Spine
PEDICULAR SCREWS FIXATION T 11-L3,Spine
PEG,สาขา:ลำไส้ใหญ่และทวารหนัก
PEG WITH DL +BIOPSY,Skin_softtissue
PELVIC EXCENTERATION (+/- APR),สาขา:ลำไส้ใหญ่และทวารหนัก
PELVIC EXEN + S3 SACRECTOMY,สาขา:ศัลยกรรมทั่วไป
PELVIC EXEN C URETEROSTOMY +- CONDUIT C ABDOMINAL FREE FLAP,Cystoscopy_URO
PENILE AUGMENTATION,Uro_other
PENILE BIOPSY,Uro_other
PENILE PROSTHESIS IMPLANTATION,Uro_other
PERCUTANEOUS EXCISION,Skin_softtissue
PERCUTANEOUS EXCISION (VABB),Skin_softtissue
PERCUTANEOUS EXCISION BOTH BREAST,Breast
"PERICARDIAL DRAINAGE + DRESSING WOUND RT LEG, LT FOOT WITH RETENTION SUTURE",Skin_softtissue
PERICARDIAL WINDOW,สาขา:ทรวงอก
PERITONEAL WINDOW,GI_abdominal
PERITONIUM WINDOW,สาขา:หลอดเลือด
PERM,สาขา:ศัลยกรรมทั่วไป
PERM CATH,Vascular_access
PERM CATH INSERTION,Vascular_access
PERM CATH INSERTION (OPTIME 30 MIN),Vascular_access
PERM CATH INSERTION RT IJV,Vascular_access
PERM CATH RT IJV,Vascular_access
PERM CATH RTIJV,Vascular_access
PERM INSERTION,สาขา:หลอดเลือด
PERM LT CFV,สาขา:หลอดเลือด
PERM RT IJV,Central_line
PERM RT. IJV,Central_line
PERMANENT TRACHEOSTOMY,Tracheostomy
PICC LINE INSERTION,สาขา:หลอดเลือด
PLEURECTOMY WITH DECORTICATION,สาขา:ทรวงอก
PLEUROPERICARDIAL WINDOW,สาขา:โรคหัวใจ
PMEG 4FEN EVAR,Vascular_interv
PORT A CATH,Central_line
PORT A CATH INSERTION,Central_line
PORT A INSERTION,Central_line
PORT A INSERTION RT IJV,Central_line
PORT INSERTION AT RT.IJV,Central_line
PORT-A CATH INSERTION,Central_line
PORTA CATH,Central_line
POSTERIOR C1-2 FIXATION,สาขา:ประสาทและสมอง
POSTERIOR FIXATION LATERAL MASS SCREW C6-T1 + LAMINECTOMY C6-7,Spine
POSTERIOR FOSSA CRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
POWER TURBINOPLASTY (GA) + ใช้หัว MICRODEBRIDER,ENT
POWERED SEPTOTURBINOPLASTY,ENT
PP WINDOW,สาขา:โรคหัวใจ
PRE-SACRAL DRAINAGE,สาขา:ลำไส้ใหญ่และทวารหนัก
PROCTOSCOPE + BX,สาขา:ลำไส้ใหญ่และทวารหนัก
PROGRAMABLE LP SHUNT,Neuro_cranial
PROGRAMABLE VP SHUNT RT. PARIETAL,Neuro_cranial
PROGRAMMABLE VP SHUNT,Neuro_cranial
PROLONG INTUBATION,สาขา:ประสาทและสมอง
PROPHYLACTIC TRACHEOSTOMY,Tracheostomy
PROPHYLAXIS BILATERAL MASTECTOMY,Breast
PROPHYLAXIS MASTECTOMY,Breast
PROPHYLAXIS TRACHEOSTOMY,Tracheostomy
PROXIMAL LOOP TV COLOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
PROXIMAL TRANSVERSE COLOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
PROXIMALIZATION,สาขา:หลอดเลือด
PROXIMALIZATION + ANEURYSMECTOMY LT.AVF,Vascular_access
PROXIMALIZATION AVF LT CUBITAL,Vascular_access
PROXIMALIZATION AVF LT FOREARM,Vascular_access
PROXIMALIZATION AVF LT WRIST,Vascular_access
PROXIMALIZATION AVF LT.WRIST,Vascular_access
PROXIMALIZATION AVF RT FOREARM,Vascular_access
PROXIMALIZATION AVF RT WRIST,Vascular_access
PROXIMALIZATION BRACHIOCEPHALIC AVF,Vascular_access
PTA,สาขา:หลอดเลือด
PTA (DOWNHILL),สาขา:หลอดเลือด
PTA + DCB,สาขา:ศัลยกรรมทั่วไป
PTA + STENT LEFT PA +/- ENDARTERECTOMY,Vascular_interv
"PTA +,- STENT , 7 FR แทงขึ้น",Vascular_interv
PTA +- STENT RT LEG,Vascular_interv
PTA +/- BALLOON VENOPLASTY,Vascular_interv
PTA +/- DCB,สาขา:หลอดเลือด
PTA +/- STENT,Vascular_interv
"PTA +/- STENT, DCB",Vascular_interv
PTA +BALLOON VENOPLASTY,Vascular_interv
PTA AT AVF RIGHT CUBITAL,Vascular_access
PTA BALLOON ANGIOPLASTY,Vascular_interv
PTA LEFT ARM,สาขา:หลอดเลือด
PTA LEFT LEG,สาขา:หลอดเลือด
PTA LT ARM,สาขา:หลอดเลือด
PTA LT AVF,Vascular_access
PTA LT. EIA +SFA +/- STENT,Vascular_interv
PTA LT.ARM,สาขา:ศัลยกรรมทั่วไป
PTA OR TCC RT IJV,Central_line
PTA RIGHT CIA + EIA +/- FEMEROPOPLITEAL BYPASS,สาขา:หลอดเลือด
PTA RIGHT PERONEAL A.,สาขา:หลอดเลือด
PTA RT AVBG,Vascular_access
"PTA RT AVF , LT AVF",Vascular_access
PTA RT.,สาขา:หลอดเลือด
PTA WITH BALLOON ANGIOPLASTY RT. LEG,Vascular_interv
PTA WITH DCB,สาขา:หลอดเลือด
PTA WITH STENT,Vascular_interv
PTA WITH STENT RT AVF,Vascular_access
PTA+/- ANGIOPLASTY LT. AVF,Vascular_access
PTA+/- FISTULOGRAM,Vascular_access
PTA+STENT,Vascular_interv
PTFE GRAFT INTERPOSITION BETWEEN LT.BRACHIAL A. TO CEPHALIC VEIN,Skin_softtissue
PTOSIS,Blepharoplasty
PTOSIS CORRECTION,Blepharoplasty
PVS,สาขา:ทางเดินปัสสาวะ
R2 SYMPATHECTOMY,Vascular_interv
"R2,4 SYMPATHECTOMY",Vascular_interv
R4 R5 T SYMPATHECTOMY,Vascular_interv
R4- 5 SYMPATHECTOMY,Vascular_interv
R4-5 SYMPATECTOMY,สาขา:ศัลยกรรมทั่วไป
R4-5 SYMPATHECTOMY,Vascular_interv
R4-5 SYMPHATECTOMY,สาขา:ศัลยกรรมทั่วไป
R4-R5 SYMPATHECTOMY,Vascular_interv
R45 SYMPATHECTOMY,Vascular_interv
RADICAL ANTEGRADE MODULAR PANCREATOSPLENECTOMY + CHOLECYSTECTOMY (DISTAL PANCREATECTOMY + SPLENECTOMY + LYMPHADENECTOMY),Hepatobiliary
RADICAL CYSTECTOMY + PELVIC LYMPHADENECTOMY,สาขา:ทางเดินปัสสาวะ
RADICAL CYSTECTOMY WITH ILEAL CONDUIT,สาขา:ทางเดินปัสสาวะ
RADICAL CYSTECTOMY WITH URETHRECTOMY WITH ILEAL CONDUIT,สาขา:ทางเดินปัสสาวะ
RADICAL INGULINAL LEFT ORCHIDECTOMY,Uro_other
RADICAL LARYNGECTOMY,ENT
RADICAL LEFT ORCHIECTOMY,Uro_other
"RADICAL NECK DISSECTION, BILATERAL",Thyroid_neck
"RADICAL NECK DISSECTION, UNILATERAL",Thyroid_neck
"RADICAL NECK DISSECTION, UNILATERAL RT.",Thyroid_neck
RADICAL NEPHRECTOMY LT. (OPEN) + TRUS BIOPSY,Cystoscopy_URO
RADICAL NEPHRECTOMY RT.,Uro_other
RADICAL NEPHROURETERECTOMY WITH BCC,Cystoscopy_URO
RADICAL ORCHIDECTOMY RT.,Uro_other
RADICAL ORCHIECTOMY RT.,Uro_other
RADICAL RIGHT ORCHIDECTOMY,Uro_other
RAY AMPUATATION RIGHT BIG TOE,สาขา:ศัลยกรรมทั่วไป
RAY AMPUTATION,สาขา:ศัลยกรรมทั่วไป
RAY AMPUTATION AND DEBRIDEMENT,Skin_softtissue
RAY AMPUTATION LT 3RD TOE,สาขา:หลอดเลือด
RAY AMPUTATION RT. BIG TOE,สาขา:ศัลยกรรมทั่วไป
RAY AMPUTATION WITH CLOSE STUMP,สาขา:ศัลยกรรมทั่วไป
RE CRANIOTOMY WITH REMOVE TUMOR,Neuro_cranial
RE EXCISION LT NIPPLE,Skin_softtissue
RE EXPLORE WOUND + DRAINAGE,Skin_softtissue
RE SUTURE EAR LOBE,ENT
RE TRACHEOSTOMY,Tracheostomy
RE TUR-BT,Cystoscopy_URO
RE TURBT,Cystoscopy_URO
RE WIDE EXCION +LOCAL FLAP,Skin_softtissue
RE WIDE EXCISION,Skin_softtissue
RE WIDE EXCISION WITH FTSG DONOR LEFT HAND,Skin_softtissue
RE WIDEEXCISION,Skin_softtissue
RE-EL,สาขา:ศัลยกรรมทั่วไป
RE-EXCISION OF LT BREAST,Breast
RE-EXCISION WITH P&S FIXATION,Skin_softtissue
RE-EXPLOR C TEMPORARY CLOSURE,สาขา:ศัลยกรรมทั่วไป
RE-EXPLOR LAP (SECOND LOOK),สาขา:ศัลยกรรมทั่วไป
RE-EXPLORE RT FRONTOPARIETAL C CLOT REMOVAL,สาขา:ประสาทและสมอง
RE-EXPLORED LAPAROTOMY +/- CLOSURE ABDOMEN,GI_abdominal
RE-MASTECTOMY OF LEFT BREAST,Breast
RE-POSITION TCC RT. IJV,Central_line
RE-SUTURE,Skin_softtissue
RE-TRANSSPHENOID APPROACH C TUMOR REMOVAL,สาขา:ประสาทและสมอง
RE-TUR-BT,Cystoscopy_URO
RE-WIDE EXCISION,Skin_softtissue
RE-WIDE EXCISION LT. BREAST,Breast
RE-WIDE EXCISION OF RIGHT BREAST,Breast
REALIGNING STENT AT BOTH CIAS,Vascular_interv
RECONSTRUCTIONM OF RIGHT BREAST,Breast
RECRANIOTOMY C TUMOR REMOVAL,Neuro_cranial
REDO CRANIOTOMY WITH TUMOR REMOVAL,Neuro_cranial
REDO LT MVD,สาขา:ประสาทและสมอง
REDO MVD,สาขา:ประสาทและสมอง
REDO PALATOPLASTY,สาขา:ตกแต่ง
REDO REVISE PDS C DECOMPRESS RT L4-5,สาขา:ประสาทและสมอง
REDO RT MVD,สาขา:ประสาทและสมอง
REDU RT BURRHOLE + IRRIGATION,Neuro_cranial
REDUCTION MAMMOPLASTY RIGHT BREAST & LIPOSUCTION + LIPOFILLING LEFT BREAST,Breast
REEXCISION RT BREAST,Breast
REEXCISION WITH SLNB,Breast
REEXPLORE WITH ABSCESS RESECTION,สาขา:ประสาทและสมอง
RELEASE SCAR CONTRACTURE LT. HAND +/-K-WIRE FIXATION+/- FTSG FROM GROIN,Fracture_fixation
RELINING STENT LT LIMB TO LT EIA WITH LT IIA EMBOLIZATION,Vascular_interv
REMOVA CHEMOPORT,Central_line
REMOVAL MASS AT BACK,Skin_softtissue
"REMOVAL MASS AT FOREHEAD, PTOSIS CORRECTION, MASS EXCISOIN, LOWER BLEPHAROPLASTY",Blepharoplasty
REMOVAL OF ARCH BAR,สาขา:ตกแต่ง
"REMOVAL OF FOREIGN BODY, NOT OTHERWISE SPECIFIED",สาขา:ประสาทและสมอง
REMOVAL OF IMPLANT OF BREAST,Breast
REMOVAL PROTHESIS,สาขา:ตกแต่ง
REMOVE ACCESORY BREAST LT +/- RT,Breast
REMOVE AVBG,Vascular_access
REMOVE AVBG + TCC LT IJV ( CENTROS),Vascular_access
REMOVE AVBG +/- REPAIR LT.BRACHIAL A.,Vascular_access
REMOVE AVBG LEFT ARM,Vascular_access
REMOVE AVBG WITH TCC RT IJV PALINDROME,Vascular_access
REMOVE BILAT BREAST IMPLANT,Breast
REMOVE BILATERAL IMPLANTS+AXILLARY LN EXCISION WITH RE-IMPLANTATION,Skin_softtissue
REMOVE BREAST IMPLANT,Breast
REMOVE BULLET RT. LOWER BACK,สาขา:ศัลยกรรมทั่วไป
REMOVE CHEMO PORT,Central_line
REMOVE CHEMOPOORT,สาขา:ลำไส้ใหญ่และทวารหนัก
REMOVE CHEMOPORT,Central_line
REMOVE CHEMOPORT REMNANT+CHEMOR PORT INSERTION,Central_line
REMOVE CRANIOPLASTY,Neuro_cranial
REMOVE DJ STENT,Vascular_interv
REMOVE DJ STENT C RETROGRADE PYELOGRAPHY,Vascular_interv
REMOVE FB,สาขา:หู คอ จมูก
REMOVE FB AT SCALP,สาขา:ประสาทและสมอง
REMOVE FB UNDER MICRO,สาขา:หู คอ จมูก
REMOVE FB+FOREHEAD FLAP,Skin_softtissue
REMOVE GRAFT,Skin_softtissue
REMOVE GRAFT LT.AVBG UNDER BRACHIAL PLEXUS BLOCK,Vascular_access
REMOVE GRAFT+ DLC RT IJV,Central_line
REMOVE IMPLANT OF BOTH BREAST,Breast
REMOVE IMPLANT OF LEFT BREAST,Breast
REMOVE IVC FILTER,สาขา:หลอดเลือด
REMOVE KELOID,สาขา:ตกแต่ง
REMOVE LT AVBG,Vascular_access
REMOVE LT. DJ STENT,Vascular_interv
REMOVE NASAL PACKING + STOP BLEEDING +- SPA LIGATION,สาขา:หู คอ จมูก
REMOVE OLD SLING WITH INSERT NEW PUBOVAGINAL SLING WITH CYSOTOSOPE,สาขา:ทางเดินปัสสาวะ
REMOVE PARATHYROID AUTOTRANSPLANTATION AT RIGHT FOREARM UNDER LA,Thyroid_neck
REMOVE POLYDACTYLY,สาขา:ตกแต่ง
REMOVE PORT A,Central_line
REMOVE PROSTESIS AND CORRECTION,Blepharoplasty
REMOVE PROSTHESIS ( NOSE),สาขา:หู คอ จมูก
REMOVE RIGHT DJ STENT,Vascular_interv
REMOVE RT. DJ STENT,Vascular_interv
REMOVE SIGMOID FLAP + I&D,Endoscopy_GI
REMOVE SILICONE,สาขา:หู คอ จมูก
REMOVE SILICONE (NOSE),สาขา:หู คอ จมูก
REMOVE SILICONE + DEBRIDEMENT + RE-SUTURE,Skin_softtissue
REMOVE SILICONE BOTH BREAST,Breast
REMOVE SKULL PLATE,สาขา:ประสาทและสมอง
REMOVE TCC,สาขา:หลอดเลือด
REMOVE TCC C DLC LT,สาขา:หลอดเลือด
REMOVE TCC RT IJV UNDER LA,Central_line
REMOVE TK,สาขา:ศัลยกรรมทั่วไป
REMOVED FB AND DEBRIDEMENT,Skin_softtissue
REMOVED LP SHUNT,Neuro_cranial
REMOVED PORT-A,Central_line
REPAIR ANASTOMOSIS UNDER IV SEDATION,สาขา:ลำไส้ใหญ่และทวารหนัก
REPAIR ANEURYSM UNDER BRACHIAL PLEXUS BLOCK,สาขา:หลอดเลือด
REPAIR ARTERY,สาขา:ศัลยกรรมทั่วไป
REPAIR DURA AND PACK MASTOID AIR CELL RT. TEMPORO-OCCIPITAL,สาขา:ประสาทและสมอง
REPAIR EXTENSOR TENDON,สาขา:ตกแต่ง
REPAIR FALSE ANEURYSM AT AVF,Vascular_access
REPAIR FALSE ANEURYSM AT RT.AVF,Vascular_access
REPAIR FALSE ANEURYSM AVBG RT.FOREARM,Vascular_access
REPAIR FRONTAL NERVE,สาขา:ตกแต่ง
REPAIR HERNIA,GI_abdominal
REPAIR INCISIONAL HERNIA,GI_abdominal
REPAIR LEAKAGE WITH ANAL DILATION,Anorectal
REPAIR LOBULE BOTH EARS,สาขา:หู คอ จมูก
REPAIR NASAL VALVE (USE EAR CARTILAGE BOTH SIDES) UNDER GA,สาขา:หู คอ จมูก
REPAIR OF DIRECT INGUINAL HERNIA WITH GRAFT OR PROSTHESIS,GI_abdominal
REPAIR OF HYPOSPADIAS OR EPISPADIAS,สาขา:ศัลยกรรมเด็ก
REPAIR OF INDIRECT INGUINAL HERNIA,GI_abdominal
"REPAIR OF INGUINAL HERNIA WITH GRAFT OR PROSTHESIS, NOT OTHERWISE SPECIFIED",GI_abdominal
REPAIR OF UMBILICAL HERNIA,GI_abdominal
REPAIR RT TEMPORAL MUSCLE,สาขา:ประสาทและสมอง
REPAIR RT.RADIAL A.,สาขา:หลอดเลือด
REPAIR TENDON,สาขา:ตกแต่ง
REPAIR URETHRA,สาขา:ทางเดินปัสสาวะ
REPEAT DL + BX (GA),สาขา:หู คอ จมูก
REPEAT RF NOSE (LA),ENT
REPEAT TUR-BT,Cystoscopy_URO
REPOSITION TCC AT RT.IJV,Central_line
RESECTION 3 METASTATIC LN,สาขา:ศัลยกรรมทั่วไป
RESTERNOTOMY WITH WOUND IRRIGATION AND DEBRIDEMENT,Skin_softtissue
RESUTURE,Skin_softtissue
RESUTURE SKIN OF LEFT BREAST,Breast
RETAIN FOLEY CATH +/- CYSTOSCOPY,Cystoscopy_URO
RETAIN NG TUBE UNDER FLUOROSCOPY,สาขา:ศัลยกรรมทั่วไป
RETAINED U CATH,สาขา:ทางเดินปัสสาวะ
RETENTION SUTURE,Skin_softtissue
RETENTION SUTURE + DEBRIDEMENT,Skin_softtissue
RETROSIGMOID CRANIOTOMY RIGHT,Endoscopy_GI
RETROSIGMOID TUMOR BIOPSY,Endoscopy_GI
RETVISE TCC RT.IJV,Central_line
REVICE TCC RIGHT IJV,Central_line
REVICE TCC RT IJV,Central_line
REVIES RT DJ STENT,Vascular_interv
REVIS TCC,สาขา:หลอดเลือด
REVISE AV GRAFT,Skin_softtissue
REVISE AVBG,Vascular_access
REVISE AVBG + BALLOON ANGIOPLASTY,Vascular_access
REVISE AVBG +/- AVF,Vascular_access
REVISE AVBG +/- TCC AT RT.IJV,Vascular_access
REVISE AVBG LT FOREARM,Vascular_access
REVISE AVBG LT FOREARM ( THROMBECTOMY+PTA ),Vascular_access
REVISE AVBG LT FOREARM + PTA,Vascular_access
REVISE AVBG LT THIGH,Vascular_access
REVISE AVBG LT UPPER ARM,Vascular_access
REVISE AVBG LT UPPERARM,Vascular_access
REVISE AVBG LT. UPPER ARM,Vascular_access
REVISE AVBG LT.FOREARM,Vascular_access
REVISE AVBG LT.UPPERARM,Vascular_access
REVISE AVBG RT FOREARM + PTA,Vascular_access
REVISE AVBG RT.FOREARM + PTA AVBG RT.FOREARM,Vascular_access
REVISE AVBG UNDER LA,Vascular_access
REVISE AVF,Vascular_access
REVISE AVF ( PROXIMALIZATION ),Vascular_access
REVISE AVF (ANEURYSMECTOMY),Vascular_access
REVISE AVF + SUPERFICIALIZATION,Vascular_access
REVISE AVF +/- TCC,Vascular_access
REVISE AVF LT CUBITAL,Vascular_access
REVISE AVF LT FOREARM,Vascular_access
REVISE AVF LT WRIST,Vascular_access
REVISE AVF LT.ARM,Vascular_access
REVISE AVF RT CUBITAL,Vascular_access
REVISE AVF RT FOREARM,Vascular_access
REVISE AVF RT FOREARM OR AVF RT CUBITAL,Vascular_access
REVISE AVF RT WRIST,Vascular_access
REVISE AVF RT WRIST ( PROXIMALIZATION ) OR AVF RT CUBITAL,Vascular_access
REVISE AVG + BALLOON ANGIOPLASTY,Vascular_interv
REVISE CHEMOPORT,Central_line
REVISE COLOSTOMY,สาขา:ลำไส้ใหญ่และทวารหนัก
REVISE GRAFT,Skin_softtissue
REVISE GRAFT (BALLOON + FISTULOGRAM),Skin_softtissue
REVISE GRAFT+PEDICLE,Spine
REVISE LT PERM CATH,Vascular_access
REVISE LT TCC,สาขา:หลอดเลือด
REVISE LT.BRACHIOCEPHALIC,Vascular_access
REVISE LT.KNEE STUMP (OP TIME 1 HR),สาขา:ศัลยกรรมทั่วไป
REVISE OSTOMY (END TRANSVERSE COLOSTOMY),สาขา:ลำไส้ใหญ่และทวารหนัก
REVISE PEDICULAR SCREWS,Spine
REVISE PERM,สาขา:หลอดเลือด
REVISE RHINOPLASTY,ENT
REVISE RT VP SHUNT,Neuro_cranial
REVISE SCREW,สาขา:ประสาทและสมอง
REVISE STUMP,สาขา:ศัลยกรรมทั่วไป
REVISE STUMP + VACUUM DRESSING,สาขา:ศัลยกรรมทั่วไป
REVISE STUMP 1ST-2ND TOE LT.FOOT,สาขา:หลอดเลือด
REVISE STUMP LT.LEG,สาขา:ศัลยกรรมทั่วไป
REVISE SYRINGOPLEURAL SHUNT,Neuro_cranial
REVISE TCC,สาขา:หลอดเลือด
"REVISE TCC , CENTROS",Central_line
REVISE TCC AT LT.IJV,Central_line
REVISE TCC AT RT FV,สาขา:หลอดเลือด
REVISE TCC AT RT IJV,Central_line
REVISE TCC AT RT. IJV,Central_line
REVISE TCC AT RT. IJV (TITAN),Central_line
REVISE TCC AT RT.IJV,Central_line
"REVISE TCC LT FV , CENTROS",Central_line
REVISE TCC LT IJV,Central_line
REVISE TCC LT IJV +/- BALLOON VENOPLASTY,Central_line
"REVISE TCC LT IJV , CENTROS",Central_line
