variant,canonical
INFECTED AVBG LT UPPERARM,INFECT AVBG LT UPPERARM
SCORTAL ABSCESS,SCORTAL ABSCESS
VECICAL CALCULI,VECICAL CALCULI
BPH WITH UTI,BPH WITH UTI
CONTRACTURE BLADDER NECK WITH CA BLADDER,CONTRACTURE BLADDER NECK WITH CA BLADDER
R O RECURRENT BLADDER TUMOR CA RT URETER,R O RECURRENT BLADDER TUMOR CA RT URETER
LARGE LT HYDROCELE,LARGE LT HYDROCELE
SIGMOID PERFORATION S P PROXIMAL LOOP TRANSVERSE COLOSTOMY,PERFORATED CA SIGMOID C S P LOOP PROXIMAL TRANVERSE COLOSTOMY
2 ND DEGREE HEMORROID,2 ND DEGREE HEMORROID
BAGGY LOWER EYE,BAGGY LOWER EYE
OPEN FX MCP BONE,OPEN FX MCP BONE
AXILLARY BREAST BOTH,AXILLARY BREAST BOTH
CHOLANGITIS C CBD STONE S P ERCP,CHOLANGITIS C CBD STONE S P ERCP
RT HYDROTHORAX,RT HYDROTHORAX
CONTIPATION,CONSTIPATION
R O CECAL MASS,R O CECAL MASS
BEDSORE GR III AT COCCYX,BEDSORE GR III AT COCCYX
ABNORMAL CALCIFICATION RT BREAST,ABNORMAL CALCIFICATION OF RIGHT BREAST
LEFT INGUINAL HERNIA WITH UMBILICAL HERNIA,LEFT INGUINAL HERNIA WITH UMBILICAL HERNIA
MULTIPLE THYROID MASSES WITH TRACHEAL COMPRESSION,MULTIPLE THYROID MASSES WITH TRACHEAL COMPRESSION
COLOSTOMY PROLAPSE,PROLAPSE COLOSTOMY
CA RECTUM S P LAP AR,CA RECTUM S P LAP AR
ANAL POLYP WITH COMBINED HEMORRHOID,ANAL POLYP WITH COMBINED HEMORRHOID
CA HEPATI FLEXURE,CA HEPATIC FLEXURE
BILAT CVI C3,BILAT CVI C3
ANEURYSM LT AVF,ANEURYSM AVF LT ARM
ESRD S P RT CUBITAL AVF,ESRD S P RT CUBITAL AVF
AVF LT CUBITAL WITH JUXTA ANASTOMOSIS STENOSIS,AVF LT CUBITAL WITH JUXTA ANASTOMOSIS STENOSIS
R O INFLOW STENOSIS RT,R O INFLOW STENOSIS
ANEURYSM LT AVF C ULCER,ANEURYSM LT AVF C ULCER
ACUTE DVT S P IVC FILTER,ACUTE DVT S P IVC FILTER
SUSPECTED INFECTIVE PERICARDITIS WITH RT LEG LT FOOT PYOMYOSITIS,SUSPECTED INFECTIVE PERICARDITIS WITH RT LEG LT FOOT PYOMYOSITIS
RT UC S P RT DJ STENT,RT UC S P RT DJ STENT
BLADDER OUTLET OBSTRUCTION R O CA BLADDER,BLADDER OUTLET OBSTRUCTION R O CA BLADDER
PLACENTA PERCRETA INCRETA R O BLADDER INVASION,PLACENTA PERCRETA INCRETA R O BLADDER INVASION
LT URETEROSTOMY EXCHANGING,LT URETEROSTOMY EXCHANGING
URINARY LEAKAGE FROM KIDNEY,URINARY LEAKAGE FROM KIDNEY
MELANOCYTE NAEVI,MELANOCYTE NAEVI
KERATODERMA RT EAR,KERATODERMA RT EAR
SCC AT RT,SCC AT RT
BLEPHAROCHALACIA,BLEPHAROCHALACIA
INVERTED PAPILLOMA LEFT NOSE,INVERTED PAPILLOMA LEFT NOSE
RIGHT 1ST HYPERPARATHYROIDISM AT LOWER GLAND,RIGHT 1ST HYPERPARATHYROIDISM AT LOWER GLAND
PRIMARY HPTH AT RIGHT NECK,PRIMARY HPTH AT RIGHT NECK
TIRADS 4 THYROID NODULE,TIRADS 4 THYROID NODULE
2ND HYPERPARATHYROIDISM WITH ELEVATED PTH AND REMISSION GRAVES' DISEASE,2ND HYPERPARATHYROIDISM WITH ELEVATED PTH AND REMISSION GRAVES' DISEASE
1ST HPTH WITH SEVERE HYPERCALCEMIA,1ST HPTH WITH SEVERE HYPERCALCEMIA
INFECTED BEDSORE GR III,INFECTED BEDSORE GR III
RIGHT ADRENAL MASS,RIGHT ADRENAL MASS
RIGHT BREAST MAS,RIGHT BREAST MASS
LT BREAST MASS LLOQ,LT BREAST MASS LLOQ
CHRONIC GASTITIS,CHRONIC GASTRITIS
EC FISTULA MIDLINE INCISION ANASTOMOSIS,EC FISTULA MIDLINE INCISION ANASTOMOSIS
LT SKULL DEFECT,LEFT SKULL DEFECT
RT CP ANGLE MENINGIOMA,RT CP ANGLE MENINGIOMA
RT SCHWANNOMA,RT SCHWANNOMA
L2345S1 SPONDYLOSIS,L345 SPONDYLOSIS
BILATE HYDRONEPHROSIS S P DJ STENT,BILATE HYDRONEPHROSIS S P DJ STENT
CHIARI I MALFORMATION,CHIARI I MALFORMATION
ACUTE ONTOP CHRONIC SDH AT RT FRONTOPARIETAL,ACUTE ONTOP CHRONIC SDH AT RT FRONTOPARIETAL
L2 3 SPONDYLOSIS RT,L2 3 SPONDYLOSIS
L234 SPONDYLOSIS ADJACENT LEVEL DEGENERATION S P L45 PDS FIXATION,L234 SPONDYLOSIS ADJACENT LEVEL DEGENERATION S P L45 PDS FIXATION
C6 7 SPONDYLOSIS LT>RT,C6 7 SPONDYLOSIS LT>RT
L 23 STENOSIS ADJACENT LEVEL L2345,ADJACENT LEVEL STENOSIS L2 3
RT MENNINGIOMA,RT MENNINGIOMA
CA LUNG C BRAIN METASTASIS,CA LUNG C BRAIN METASTASIS
MALIGNANT OF SKULL,MALIGNANT OF SKULL
CYST AT LT TVC,CYST AT LT TVC
LT NASAL TUMOR,LT NASAL TUMOR
LYMPHANGIOMA ANY SITE,LYMPHANGIOMA ANY SITE
TONSILITIS WITH ITH WITH OSA,TONSILITIS WITH ITH WITH OSA
EPISTAXIS LT,EPISTAXIS LT
CR,CR
LARGE LIPOMA AT RT FLANK,LARGE LIPOMA AT RT FLANK
CA RECTOSIGMOID S P LAP LAR,CA RECTOSIGMOID S P LAP LAR
RT FVC CYST,RT FVC CYST
LT ZMC FRACTURE,LT ZMC FRACTURE
BLEPHALOCHALASIA,BLEPHALOCHALASIA
LW AT RT ARM,LW AT RT ARM
S P RHINOPLASTY WITH DEVEATION,S P RHINOPLASTY WITH DEVEATION
MASS AT RT CHEECK,MASS AT RT CHEECK
MELANOMA AT TRUNK,MELANOMA AT TRUNK
INCLUSION CYST AT HEAD,INCLUSION CYST AT HEAD
LIPOMA AT NECK,LIPOMA AT NECK
MASS AT LEFT TEMPORAL,MASS AT LEFT TEMPORAL
MULTIPLE SKIN TAG SEB K,MULTIPLE SKIN TAG SEB K
CFX LT ZYGOMATICOMAXILLARY COMPLEX,CFX LT ZYGOMATICOMAXILLARY COMPLEX
BILATERAL URETERIC STRICTURE WITH BILAT HYDRONEPHROSIS,BILATERAL URETERIC STRICTURE WITH BILAT HYDRONEPHROSIS
GROSS HEMATURIA R O RADIATIVE CYSTITIS,GROSS HEMATURIA R O RADIATIVE CYSTITIS
RT TESTICULAR TUMOR,RT TESTISCULAR TUMOR
CA BLADDER S P TUR BT กลางปี 64,CA BLADDER S P TUR BT กลางปี 64
RT ADRENAL MASS WITH BILAT HYDRONAPHROSIS,RT ADRENAL MASS WITH BILAT HYDRONAPHROSIS
BLADDER NODULE AT ANT WALL,BLADDER NODULE AT ANT WALL
SUI,SUI
HIGH PSA WITH BONE METASTASIS SUSPECTED CA PROSTATE,SUSPECTES CA PROSTATE WITH BONE METASTASIS
LT URETERIC TUMOR,LT URETERIC TUMOR
BLADDER TUMOR RT URETERIC MASS,BLADDER TUMOR RT URETERIC MASS
LT TRUE VOCAL MASS,LT TRUE VOCAL MASS
MUCOCELE RT LOWER LIP,MUCOCELE RT LOWER LIP
MODERATE OSA U D DM HT,MODERATE OSA U D DM HT
RIGHT JJ STENT,RIGHT JJ STENT
MALIGNANT NEOPLASM OF DOME OF BLADDER,MALIGNANT NEOPLASM OF DOME OF BLADDER
SV FISTULA,SV FISTULA
COLONICUTANEUS FISTULA,COLONICUTANEUS FISTULA
URGENT INCONTINENT,URGENT INCONTINENT
CA RECTUM WITH STATUS CHEMOPORT,CA RECTUM WITH STATUS CHEMOPORT
RECUURENT FIA,RECURRENT FIA
CA OVARY S P ENBLOC RESECTION LAR LOOP PROXIMAL COLOSTOMY,CA OVARY S P ENBLOC RESECTION LAR LOOP PROXIMAL COLOSTOMY
CA SIGMOID WITH DLC,CA SIGMOID WITH DLC
INFECTED LEFT AVBG,INFECTED LEFT AVBG
CVI C4A OF BOTH LEGS,CVI C4A OF BOTH LEGS
TEAR LOBULE BOTH EAR,TEAR LOBULE BOTH EAR
BILAT CHRONIC SINUSITIS WITH NASAL POLYP DNS,BILAT CHRONIC SINUSITIS WITH NASAL POLYP DNS
SCREWS DISPLACEMENT,SCREWS DISPLACEMENT
BRAIN ABSCESS AT RT PARIETAL LOBE,BRAIN ABSCESS AT RT PARIETAL LOBE
LT SPHENOID WING MENINGIOMA,LEFT SPHENOID WING MENINGIOMA
ADJACENT LEVEL RT L3 4 STENOSIS,ADJACENT LEVEL STENOSIS L2 3
CELLULITIS LT LEG,CELLULITIS LT LEG
AVBG LT UPPER ARM OUTFLOW STENOSIS,AVBG LT UPPER ARM OUTFLOW STENOSIS
AORTIC DISSECTION TYPE B,AORTIC DISSECTION TYPE B
STEAL SYNDROME GR I LT AVF,STEAL SYNDROME GR I LT AVF
INFECTED AVBG LT UPPER ARM,INFECTED AVBG LT UPPER ARM
NF LT LEG S P FASCIOTOMY DEBRIDEMENT,NF RT LEG S P DEBRIDEMENT FASCIOTOMY
DVT LT LEG WITH STENT OCCLUSION S P THROMBOASPIRATION,DVT LT LEG WITH STENT OCCLUSION S P THROMBOASPIRATION
ESRD WITH THROMBOSE AVBG,ESRD WITH THROMBOSE AVF
ESRDT,ESRD
JUXTARENAL AAA S P EVAR ENDOLEAK III,JUXTARENAL AAA S P EVAR ENDOLEAK III
ESRD ON TCC RT IJV WITH DISPLACED,ESRD ON TCC RT IJV WITH DISPLACED
SPONTANEUS PNEUMOTHORAX,RT SPONTANEOUS PNEUMOTHORAX
GALLBLADDER MASS R O STONE,GALLBLADDER MASS R O STONE
CA HEPATIC FLEXURE WITH LIVER METASTASIS,CA HEPATIC FLEXURE C LIVER METASTASIS
MIRIZZI SYNDROME TYPE 3,MIRIZZI SYNDROME TYPE 3
INFECTED WOUND RT SHOULDER RT BACK S P DEBRIDEMENT,INFECTED WOUND RT SHOULDER RT BACK S P DEBRIDEMENT
CLI RT WITH GANGRENE 1ST AND 2 ND TOE,CLI RT WITH GANGRENE 1ST AND 2 ND TOE
BLUNT ABDOMINAL S P EL C TEMPORARY CLOSURE,BLUNT ABDOMINAL S P EL C TEMPORARY CLOSURE
INFECTED BEDSORE LT HIP COCCYX,INFECTED BEDSORE LT HIP COCCYX
NF RT LEG S P FASCIOTOMY DEBRIDEMENT,NF RT LEG S P DEBRIDEMENT FASCIOTOMY
L2 5 SPINAL STENOSIS,L4 5 SPINAL STENOSIS
ADJACENT LEVEL L3 4,ADJACENT LEVEL L34
C 6 7 SPONDYLOSIS RT>LT,C 6 7 SPONDYLOSIS RT>LT
L 4 5 STENOSIS C ADJACENT LEVEL DEGENERATION,L 4 5 STENOSIS C ADJACENT LEVEL DEGENERATION
LT BREAST MASS LUOQ PALPABLE,LT BREAST MASS L8 PALPABLE
LT CA BREAST S P NEOADJUVANT,LT CA BREAST S P NEOADJUVANT
MULTIPLE TRAUMA WITH PANCREATICO DUODENAL INJURY GRADE 3 S P EL,MULTIPLE TRAUMA WITH PANCREATICO DUODENAL INJURY GRADE 3 S P EL
LEFT LOWER 1ST HPTH WITH PATHOLOGIC FRACTURE,LEFT LOWER 1ST HPTH WITH PATHOLOGIC FRACTURE
ESRD WITH 2ND HYPERPTH HIGH LEVEL,ESRD WITH 2ND HYPERPTH HIGH LEVEL
RIGHT THYROID SOLID CYSTIC MASS,RIGHT THYROID SOLID CYSTIC MASS
PERSISTENT HPTH AT RIGHT SIDE WITH SUSPICIOUS FOR THYROID CANCER,PERSISTENT HPTH AT RIGHT SIDE WITH SUSPICIOUS FOR THYROID CANCER
2ND HTPH WITH PSYCHIC PROBLEM,2ND HTPH WITH PSYCHIC PROBLEM
LEFT THYROID MASS B4,LEFT THYROID MASS
LEFT CA BREAST S P MASTECTOMY WITH IMPLANT RECONSTRUCTION,LEFT BREAST CANCER S P BILATERAL MASTECTOMY WITH IMPLANT RECONSTRUCTION
BLUNT ABDOMINAL TRAUMA WITH PROLONG INTUBATION,BLUNT ABDOMINAL TRAUMA WITH PROLONG INTUBATION
MULTIPLE TR4 THYROID MASSES,MULTIPLE THYROID MASSES
C4 5 SPONDYLOSIS C MYELOPATHY,C4 5 SPONDYLOSIS C MYELOPATHY
C5 6 DISC HERNIATION,C 67 DISC HERNIATION LT
L 2345 SPONDYLOSIS,L4 5 SPONDYLOSIS
C3 6 DISC HERNIATION,C 67 DISC HERNIATION LT
RT C5 6 SPONDYL;OSIS,RT C5 6 SPONDYL;OSIS
RT CERVICAL LN METASTASIS C UNKNOWN PRIMARY,RT CERVICAL LN METASTASIS C UNKNOWN PRIMARY
MALIGNANT NEOPLASM OF PAROTID GLAND,MALIGNANT NEOPLASM OF THYROID GLAND
PAPPILLARY THYROID CANCER,PAPILLARY THYROID CANCER
SUBSIDE CALCULOUS CHOLECYSTITIS,SUBSIDED CALCULOUS CHOLECYSTITIS
CA,CA
TOXIC ADENOMA RT,TOXIC ADENOMA RT
LT MCA INFARCT,LT MCA INFARCT
RT CEREBEALLR INFARCTION WITH BRAIN SWELLING,RT CEREBEALLR INFARCTION WITH BRAIN SWELLING
L2345 S1 SPINAL CANAL STENOSIS,L2345 S1 SPINAL CANAL STENOSIS
CYSTIC MENINGIOMA,CYSTIC MENINGIOMA
C3 4 SPONDYLOTIC MYELOPATHY,C3 4 SPONDYLOTIC MYELOPATHY
BCC AT RT CHEEK,BCC AT RT CHEEK
MASS AT RT PTERIOR RT SCLPULAR,MASS AT RT PTERIOR RT SCLPULAR
MASS AT RT EYE,MASS AT RT EYE
SYRINGOMYELIA,SYRINGOMYELIA
ADJCENT LEVEL L2 3 4 S P L4 5 S1,ADJCENT LEVEL L2 3 4 S P L4 5 S1
PANNUS FORMATION C2,PANNUS FORMATION C2
LT PETROUS MENINGIOMA,LT PETROUS MENINGIOMA
CYSTIC MASS AT OCCIPUT,CYSTIC MASS AT OCCIPUT
RT TEMPORAL GLIOMA,RT TEMPORAL GLIOMA
RECURRENT RT TEMPORAL GLIOMA,RECURRENT RT TEMPORAL GLIOMA
CARDIOEMBOLIC ISCHEMIC STROKE S P CRANIECTOMY,CARDIOEMBOLIC ISCHEMIC STROKE S P CRANIECTOMY
OSA ON CPAP,OSA ON CPAP
BILAT CRS WIITH DNS,BILAT CRS WITH NP
DEVIATED NASAL SEPTUM OSA,DEVIATED NASAL SEPTUM
RETAIN BULLET RT LOWER BACK,RETAIN BULLET RT LOWER BACK
ODONTOID FRACTURE TYPE 2,ODONTOID FRACTURE TYPE 2
MICROSCOPIC HEMATURIA PROSTATITIS,MICROSCOPIC HEMATURIA PROSTATITIS
POSTHITIS WITH REDUNDANT PREPUCE,POSTHITIS WITH REDUNDANT PREPUCE
S P VASECTOMY,S P VASECTOMY
AUR C URETHRAL INJURY,AUR C URETHRAL INJURY
BILAT TVC PARALYSIS IMPENDING UAO,BILAT TVC PARALYSIS IMPENDING UAO
CA LT BOT PYRIFORM,CA LT BOT PYRIFORM
MEDIASTINUM MASS PROLONG INTUBATION,MEDIASTINUM MASS PROLONG INTUBATION
COMPLETE TEAR TENDON LT 4TH 5TH FINGERS,COMPLETE TEAR TENDON LT 4TH 5TH FINGERS
AVULSION WOUND LT EAR LOBE,AVULSION WOUND LT EAR LOBE
KERATOSIS,KERATOSIS
MASS AT RIGHT INDEX,MASS AT RIGHT INDEX
MASS AT HEAD,MASS AT HEAD
LW AT FOREHEAD WITH FRONTAL BONE FX,LW AT FOREHEAD WITH FRONTAL BONE FX
MULTIPLE WART AT RT HAND,MULTIPLE WART AT RT HAND
MASS AT NOSE S P EXCISION,MASS AT NOSE S P EXCISION
BILATERAL RUPTURED BREAST IMPLANT,BILATERAL RUPTURED BREAST IMPLANT
ECF CA RETUM S P LAR WEDGE BLADDER,ECF CA RETUM S P LAR WEDGE BLADDER
LUTS 2 WAY,LUTS 2 WAY
UREHTRA STRICUTRE,UREHTRA STRICUTRE
COLOVESICAL FISTULA,COLOVESICAL FISTULA
CA RECTUM C LGIH,CA RECTUM C LGIH
RECTAL PROLAPSE WITH ANAL STRICTURE S P ALTEMIER STRICTUROPLASTY,RECTAL PROLAPSE WITH ANAL STRICTURE S P ALTEMIER STRICTUROPLASTY
HIDRADENITIS SUPPURATIVE,HIDRADENITIS SUPPERATIVA
MASS AT RT MEDIAL EYE,MASS AT RT MEDIAL EYE
MASS AT SCALP SUSPECTED DSFP,MASS AT SCALP SUSPECTED DSFP
OPEN FRACTURE MANDIBLE RAMI,OPEN FRACTURE MANDIBLE RAMI
INFECTED KELOID AT ABDOMINAL WALL,INFECTED KELOID AT ABDOMINAL WALL
SCAR AT LT HAND,SCAR AT LT HAND
DJ STENT LT,RT DJ STENT
LT RENAL CORTEX TUMOR LT RENAL PELVIS TUMOR RENAL VEIN THROMBUS,LT RENAL CORTEX TUMOR LT RENAL PELVIS TUMOR RENAL VEIN THROMBUS
RT PELVIC STONE,RT PELVIC STONE
UREHRAL STRICTURE,URETHRAL STRICTURE
RT STAGHORN STONE,RT STAGHORN STONE
GROSS HEMATURIA C ANEMIA,GROSS HEMATURIA C ANEMIA
SCROTAL NODULE,SCROTAL NODULE
URETEROSTOMY,URETEROSTOMY
URETHRAL CARUNCLE,URETHRAL CARUNCLE
PROLONG INTUBATION DUE TO POST RTPA HEMORRHAGE,PROLONG INTUBATION DUE TO POST RTPA HEMORRHAGE
LEFT ACOUSTIC TUMOR,LEFT ACOUSTIC TUMOR
L3 4 STENOSIS WITH HX S P L45S1 PDS,L3 4 STENOSIS WITH HX S P L45S1 PDS
L3 S1 SPONDYLOSIS WITH SPINAL STENOSIS,L3 S1 SPONDYLOSIS WITH SPINAL STENOSIS
LT FRONTAL LOBE CONTUSION WITH ICH,LT FRONTAL LOBE CONTUSION WITH ICH
LT CRANIAL DEFECT,RT CRANIAL DEFECT
GALL BLADDER POLYP,GALL BLADDER POLYP
PAPILLARY THYROID CANCAR,PAPILLARY THYROID CANCER
LEFT IIH C THROMBOCYTOPENIA,LEFT IIH C THROMBOCYTOPENIA
R O CA PROSTATE ANEMIA,R O CA PROSTATE ANEMIA
3RD HYPERPARATHYROID,2 HYPERPARATHYROID
CA SIGMOID WITH LIVER METASTASIS S7,CA SIGMOID WITH LIVER METASTASIS
CRCS SCREENING,SCREENING CRC
CA HEPATIC FLEXURE S P LAP ERHC WITH AAA,CA HEPATIC FLEXURE S P LAP ERHC WITH AAA
CA DESCENDING,CA DESCENDING
CENTRAL V STENOSIS,CENTRAL VEIN STENOSIS
RECURRENT CA BUCCAL,RECURRENT CA BUCCAL
ANEURYSM AT AVF LT CUBITAL,ANEURYSM AT AVF LT CUBITAL
CLTI RT LEG S P REVASCULARIZATION,CLTI RT LEG S P REVASCULARIZATION
TB2 OUTFLOW OCCLUSION,TB2 OUTFLOW OCCLUSION
CLI LT LEG WITH GANGRENE LT FOOT S P REVASCULARIZATION,CLI LT LEG WITH GANGRENE LT FOOT S P REVASCULARIZATION
THRMOBOSED AVBG AT LT FOREARM,THROMBOSED AVBG LT FOREARM
ESRD WITH FALSE ANEURYSM AVF LT ARM,ESRD WITH FALSE ANEURYSM AVF LT ARM
ESRD WITH BLEEDING AVF LT CUBITAL,ESRD WITH BLEEDING AVF LT CUBITAL
CRITICAL LIMB ISCHEMIA RT LEG WITH S P AMPUTATED 4 5TH FINGER,CRITICAL LIMB ISCHEMIA RT LEG WITH S P AMPUTATED 4 5TH FINGER
CVI C4B,CVI C4B
DISTAL LT UC,RT DISTAL UC
BLUNT ABD INJURY C TEMPORARY CLOSURE,BLUNT ABD INJURY C TEMPORARY CLOSURE
BLUNT AB S P EL S P VACCUM DRESSING ABDOMINAL TOILET,BLUNT AB S P EL S P VACCUM DRESSING ABDOMINAL TOILET
MASS AT CHEST,MASS AT CHEST
ESRD WITH SVC THROMBOSIS,ESRD WITH SVC THROMBOSIS
S P AVF RT WRIST WITH INFLOW STENOSIS,S P AVF RT WRIST WITH INFLOW STENOSIS
THROMBOSE AV GRAFT,THROMBOSE AV GRAFT
R O STENOSIS AVBG LT FOREARM,R O STENOSIS AVBG LT FOREARM
SPONTANEOUS LT PNEUMOTHORAX,RT SPONTANEOUS PNEUMOTHORAX
MALIGNANT SOFT TISSUE SARCOMA C LINGULAR LOBE NODULE,MALIGNANT SOFT TISSUE SARCOMA C LINGULAR LOBE NODULE
RCC C RLL METASTASIS,RCC C RLL METASTASIS
IMH TYPE B WITH AORTIC DISSECTION AT SMA,IMH TYPE B WITH AORTIC DISSECTION AT SMA
RT PNEUMOTHORAX,RT PNEUMOTHORAX
RECURRENT HCC S4A 4B,RECURRENT HCC S4A B
MIRIZZI SYNDROME S P PARTIAL CHOLECYSTECTOMY REPAIRED CBD OVER T TUBE,MIRIZZI SYNDROME S P PARTIAL CHOLECYSTECTOMY REPAIRED CBD OVER T TUBE
MIRIZZI TYPE 4 WITH SUBSIDED CHOLECYSTITIS WITH GALLSTONE,MIRIZZI TYPE 4 WITH SUBSIDED CHOLECYSTITIS WITH GALLSTONE
SUBSIDE CHOLECYSTITIS REMNANT,SUBSIDE CHOLECYSTITIS REMNANT
INFECTED HEMATOMA S P DB EVACUATION BLOOD CLOT S P SHOELACE,INFECTED HEMATOMA S P DB EVACUATION BLOOD CLOT S P SHOELACE
S P VACCUUM DRESSING,S P VACCUUM DRESSING
GSW S P RHC WITH SSI,GSW S P RHC WITH SSI
S P VACUUM DRSSING,S P VACCUUM DRESSING
PALMAR HYPERHIDROSIS,PALMAR HYPERHIDROSIS
S P RT HERNIOPLASTY,S P RT HERNIOPLASTY
TOXIC MNG LT SIDE,TOXIC MNG LT SIDE
FOLLICULAR NEOPLASM LT THYROID,FOLLICULAR NEOPLASM LT THYROID
CA PAPILLARY THYROID S P TRACHEOSTOMY C THYROIDECTOMY C MRND,CA PAPILLARY THYROID S P TRACHEOSTOMY C THYROIDECTOMY C MRND
SYMPTOMATIC GALLSTONE S P ERCP,SYMPTOMATIC GALLSTONE S P ERCP
1 LARGE LIPOMA AT BACK 2 RT DIH,1 LARGE LIPOMA AT BACK 2 RT DIH
LEFT CA BREAST S P MASTECTOMY WITH HEMATOMA,LEFT CA BREAST S P MASTECTOMY WITH HEMATOMA
RIGHT AND ISTHMUS NODULE,RIGHT AND ISTHMUS NODULE
CA ESOPHAGUS WITH JEJUNOSTOMY DISPLACEMENT,CA ESOPHAGUS WITH JEJUNOSTOMY DISPLACEMENT
DCIS LT BREAST R1 BREAST MASS,DCIS LT BREAST R1 BREAST MASS
S P VACUUM DRESSING,S P VACCUUM DRESSING
LT TENTORIUM MENINGIOMA S P LT SUBOCCIPITAL CRANIOTOMY WITH TUMOR REMOVAL WITH POST OP CSF OTORRHEA,LT TENTORIUM MENINGIOMA S P LT SUBOCCIPITAL CRANIOTOMY WITH TUMOR REMOVAL WITH POST OP CSF OTORRHEA
BRAIN TUMOR RT FRONTAL MASS,RT FRONTAL BRAIN TUMOR
RECURRENCE LOW GRADE GLIOMA,RECURRENCE LOW GRADE GLIOMA
OLFACTORY MENINGIOMA,OLFACTORY BULB MENINGIOMA
HNP C7 T1 WITH SPINAL STENOSIS C7 T1 WITH SPINAL CORD SWELLING,HNP C7 T1 WITH SPINAL STENOSIS C7 T1 WITH SPINAL CORD SWELLING
S P CRANIECTOMY WITH HYDROCEPHALUS,S P CRANIECTOMY WITH HYDROCEPHALUS
4 TH VENTRICLE EPIDERMOID CYST,4 TH VENTRICLE EPIDERMOID CYST
NODULES OF VOCAL CORDS LT,NODULES OF VOCAL CORDS LT
LT SUBMANDIBULAR AND SUBLINGUAL MASS,LT SUBMANDIBULAR AND SUBLINGUAL MASS
MASS RT EAR,MASS RT EAR
INFERIOR TUBINATE HYPERTROPHY,INFERIOR TUBINATE HYPERTROPHY
ABSCESS AR RT NECK,ABSCESS AR RT NECK
LT BUCCAL SPACE ABSCESS,LT BUCCAL SPACE ABSCESS
BLUNT ABD S P EL,BLUNT AB S P EL
R O ANAPLASTIC THYROID CANCER,R O ANAPLASTIC THYROID CANCER
INFECTED HEMATOMA RIGHT LEG S P DEBRIDEMENT,INFECTED HEMATOMA RIGHT LEG S P DEBRIDEMENT
LDEFT ADRENAL MASS,LEFT ADRENAL MASS
RT ADRENAL CORTICAL ADRENOMA C BILAT HYDRONEPHROSIS S P LAP ADRENALECTOMY S P BILAT DJ STENT,RT ADRENAL CORTICAL ADRENOMA C BILAT HYDRONEPHROSIS S P LAP ADRENALECTOMY S P BILAT DJ STENT
RT COM WITH GRANULATION,RT COM WITH GRANULATION
CA LT TONGUE C SUPRAGLOTTIC CA RT,CA LT TONGUE C SUPRAGLOTTIC CA RT
EAGLE'S SYNDROME,EAGLE'S SYNDROME
CR WITH CHT,CHT WITH CR
LIPOMATOSIS AT POSTERIOR NECK,LIPOMATOSIS AT POSTERIOR NECK
DERMATOFIBROSIS AT SCALP S P WLE,DERMATOFIBROSIS AT SCALP S P WLE
CFX LT MAXILLARY SINUS,CFX LT MAXILLARY SINUS
FX LEFORT 3 FRACTURE,FX LEFORT 3 FRACTURE
CLEFT LIP,CLEFT LIP
KELOID ON RT EAR,KELOID RT EAR
MASS AT CHEEK AND NECK,MASS AT CHEEK AND NECK
MASS AT LEFT EYELID,MASS AT LEFT EYELID
MASS AT SHOULDER AND LEFT INGUALNAL CREASE,MASS AT SHOULDER AND LEFT INGUALNAL CREASE
RT HAND ABSCESS,RT HAND ABSCESS
ACUTE LIMB ISCHEMIA S P FASCIOTOMY,ACUTE LIMB ISCHEMIA S P FASCIOTOMY
ESRD WITH GIANT AVF LT UPPER ARM,ESRD WITH GIANT AVF LT UPPER ARM
S P DDKT WITH LYMPHOCELE,S P DDKT WITH LYMPHOCOEL
HYDROURETER C HYDRONEPHROSIS,HYDROURETER C HYDRONEPHROSIS
BPH WITH GROSS HEMATURIA URETHRAL STRICTURE,URETHRAL STRICTURE GROSS HEMATURIA
CA RT DISTAL URETER S P NUBCE,CA RT DISTAL URETER S P NUBCE
SCROTAL INCLUSION CYSTS,SCROTAL INCLUSION CYSTS
CA BLADDER ANTERIOR WALL,CA BLADDER ANTERIOR WALL
CA RT DISTAL URETER,CA RT DISTAL URETER
DJ STRNT,DJ STRNT
R O BLADDER TUMOR C HYDRONEPHROSIS,R O BLADDER TUMOR C HYDRONEPHROSIS
CA BLADDER MULTIPLE SITE,MULTIPLE CA BLADDER
CA KIDNEY,CA KIDNEY
URTHRAL DIVER,URTHRAL DIVER
CA BLADDER LESION LEFT POSTERIOR WALL,CA BLADDER LESION LEFT POSTERIOR WALL
URETHRAL STRICITURE,URETHRAL STRICTURE
R O TB CYSTITIS,R O TB CYSTITIS
CA COLON S P AR WITH HARTMANN,CA COLON S P AR WITH HARTMANN
DDX CA SIGMOID WITH LUNG MET LIVER MET,DDX CA SIGMOID WITH LUNG MET LIVER MET
PILONIDAL DISEASE,PILONIDAL DISEASE
ANAL CANAL POLYP,ANAL CANAL POLYP
RIGHT CA BREAST S P BCT SLNB,RIGHT CA BREAST S P BCT
CLI LEFT LEG S P BKA,CLI LEFT LEG S P BKA
CLI WITH WET GANGREEN AT 2ND 4TH TOE RT FOOT,CLI WITH WET GANGREEN AT 2ND 4TH TOE RT FOOT
GB MASS,GB MASS
ACUTE ABDOMINAL PAIN,ACUTE ABDOMINAL PAIN
MULTIPLE THYROID NODULE,MULTIPLE THYROID NODULES
GRAVES' DISEASE WITH COLD NODULE RT,GRAVES DISEASE WITH COLD NODULE
